Devices
1000
		PedaleDroite - Force			PedaleDroite - Moment			PedaleDroite - CoP			
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
9403	0	-17.2678	1.09902	-110.306	-590.121	101.596	-1465.84	0.921032	5.34983	0
9403	1	-16.5256	0.599077	-110.428	-707.312	117.247	-1519.69	1.06174	6.40517	0
9403	2	-21.3154	1.92385	-108.151	-672.339	78.3994	-1467.12	0.724908	6.21668	0
9403	3	-19.5552	-0.129541	-103.419	-628.362	160.274	-1480.95	1.54976	6.07589	0
9404	0	-19.6204	2.01372	-102.333	-714.552	103.748	-1583.02	1.01383	6.98259	0
9404	1	-21.6823	-1.36012	-102.495	-710.287	-7.03325	-1569.38	-0.0686207	6.92999	0
9404	2	-19.0896	-1.42688	-97.5762	-714.62	84.2596	-1679.53	0.863525	7.32371	0
9404	3	-19.3322	-0.427202	-101.155	-772.34	19.5495	-1762.78	0.193262	7.63519	0
9405	0	-22.4881	2.31201	-102.496	-895.392	54.4855	-1659.98	0.531586	8.73586	0
9405	1	-19.0716	-1.43294	-97.0205	-742.599	129.585	-1725.67	1.33564	7.65404	0
9405	2	-17.7598	-2.57657	-95.1871	-884.229	69.5789	-1750.32	0.73097	9.28937	0
9405	3	-21.6591	-1.01416	-92.3669	-901.081	0.674851	-1800.06	0.0073062	9.75545	0
9406	0	-17.398	-4.04782	-92.1922	-818.818	115.596	-1729.76	1.25386	8.88165	0
9406	1	-19.5782	0.0555123	-94.6768	-894.66	-3.18418	-1793.34	-0.0336321	9.44962	0
9406	2	-19.3596	-3.45165	-92.6892	-851.521	97.6758	-1699.27	1.0538	9.18684	0
9406	3	-17.4603	1.27552	-82.4575	-948.351	129.292	-1705.95	1.56798	11.5011	0
9407	0	-18.6913	-1.90482	-87.1168	-941.083	103.346	-1733.05	1.1863	10.8025	0
9407	1	-17.6495	-5.79803	-79.2691	-886.064	75.7388	-1811.34	0.955464	11.1779	0
9407	2	-15.6829	-2.84314	-88.1313	-1022.62	39.4134	-1954.22	0.447212	11.6034	0
9407	3	-15.9901	-5.8382	-81.6351	-975.948	87.9444	-1851.41	1.07729	11.955	0
9408	0	-14.9345	-2.77425	-83.5968	-1034.82	99.5015	-1881.17	1.19026	12.3787	0
9408	1	-13.9977	-2.04361	-80.6906	-1085.07	69.4408	-1876.47	0.860581	13.4473	0
9408	2	-13.5891	-3.34269	-84.9366	-939.755	126.326	-1831.1	1.4873	11.0642	0
9408	3	-13.118	-2.94406	-84.2661	-1149	122.649	-1907.4	1.4555	13.6353	0
9409	0	-14.6608	-4.98083	-80.969	-1020.42	132.243	-1832.42	1.63326	12.6026	0
9409	1	-11.3613	-5.4092	-74.9352	-1035	184.752	-1832.2	2.46549	13.812	0
9409	2	-16.8352	-5.1621	-77.5676	-1017.81	121.032	-1867.32	1.56034	13.1216	0
9409	3	-15.5566	-2.49035	-72.7128	-980.242	149.955	-1778.87	2.06229	13.481	0
9410	0	-16.5937	-3.36061	-71.8326	-1095.29	94.0506	-1867.92	1.3093	15.2478	0
9410	1	-16.8448	-5.96562	-64.7945	-1003.09	39.2377	-1903.06	0.605571	15.4811	0
9410	2	-14.2596	-3.48091	-71.604	-1143.84	63.0256	-1984.68	0.880197	15.9745	0
9410	3	-12.8787	-8.0405	-65.9398	-1070.88	190.713	-1916.39	2.89223	16.2402	0
9411	0	-12.2515	-4.87545	-69.2738	-1130.97	137.79	-1985.53	1.98907	16.3261	0
9411	1	-15.043	-7.78684	-73.9687	-1092.27	79.6924	-2023.05	1.07738	14.7666	0
9411	2	-10.9226	-4.19213	-69.8555	-1131.79	183.083	-1947.04	2.62089	16.2018	0
9411	3	-16.9124	-5.09668	-65.6479	-1167.23	54.598	-1946.34	0.831679	17.7801	0
9412	0	-13.4557	-5.05898	-64.5371	-1118.19	132.265	-1928.29	2.04945	17.3263	0
9412	1	-15.2899	-3.67591	-65.9072	-1173.18	130.536	-1909.05	1.9806	17.8005	0
9412	2	-15.8464	-3.3959	-63.096	-1123.55	69.7375	-2005.72	1.10526	17.807	0
9412	3	-14.3365	-6.03271	-58.7786	-1209.59	88.3909	-1945.85	1.50379	20.5787	0
9413	0	-9.53596	-5.13491	-55.8982	-1220.51	197.129	-2087.23	3.52658	21.8346	0
9413	1	-12.8062	-5.60576	-59.0641	-1269.15	73.4481	-2110.73	1.24353	21.4876	0
9413	2	-10.6486	-7.90052	-59.6074	-1099.87	148.562	-1986.99	2.49234	18.4519	0
9413	3	-13.0255	-4.82626	-60.8359	-1294.62	105.119	-2058.03	1.72791	21.2806	0
9414	0	-9.57171	-8.88345	-58.6978	-1178.47	99.4533	-2117.71	1.69433	20.0769	0
9414	1	-12.0651	-3.54003	-66.2699	-1314.51	-42.1315	-2198.84	-0.635756	19.8356	0
9414	2	-9.68839	-7.42576	-60.2315	-1231.23	134.483	-2093.69	2.23277	20.4417	0
9414	3	-7.06578	-6.31101	-58.3803	-1313.7	127.559	-2079.85	2.18496	22.5025	0
9415	0	-10.9877	-6.83708	-54.7873	-1211.63	53.7572	-2090.13	0.981198	22.1152	0
9415	1	-9.71777	-5.80559	-54.1782	-1286.62	100.492	-2077.37	1.85485	23.748	0
9415	2	-10.9469	-5.47938	-55.5156	-1238.09	139.824	-1993.03	2.51865	22.3017	0
9415	3	-7.18667	-6.58491	-52.0127	-1352.34	166.163	-2067.58	3.19465	26.0002	0
9416	0	-6.98052	-8.58795	-55.3272	-1341.92	91.0391	-2168.87	1.64547	24.2542	0
9416	1	-2.34367	-4.00817	-47.3322	-1479.17	129.965	-2127.64	2.7458	31.2509	0
9416	2	-7.74735	-7.66671	-55.8498	-1336.97	57.3537	-2200.07	1.02693	23.9387	0
9416	3	-3.52824	-7.86037	-57.4534	-1293.25	187.192	-2177.65	3.25815	22.5095	0
9417	0	-6.16058	-7.12211	-54.8429	-1360.89	132.169	-2193.1	2.40996	24.8144	0
9417	1	-2.85376	-9.82542	-51.8341	-1236.48	188.174	-2156.94	3.6303	23.8546	0
9417	2	-2.71483	-11.351	-44.3052	-1356.9	341.534	-2036.32	7.70868	30.6263	0
9417	3	-4.72918	-7.01214	-50.1463	-1303.67	204.936	-2139.58	4.08677	25.9973	0
9418	0	-7.66221	-6.5878	-43.4294	-1373.52	121.402	-2136.07	2.79538	31.6265	0
9418	1	-7.01984	-5.97979	-43.9178	-1268.04	172.251	-2097.93	3.92213	28.873	0
9418	2	-12.4595	-5.87994	-34.1579	-1329.44	75.9897	-2123.46	2.22466	38.9204	0
9418	3	-7.3356	-7.6702	-38.2815	-1348.2	143.782	-2168.45	3.75591	35.2182	0
9419	0	-5.5362	-8.70928	-40.1321	-1397.34	161.645	-2171.71	4.02782	34.8185	0
9419	1	-4.97932	-10.625	-37.0523	-1330.67	227.499	-2181.03	6.13993	35.9132	0
9419	2	-4.78584	-6.7941	-40.6476	-1441.48	152.147	-2148.61	3.74307	35.4628	0
9419	3	-6.62217	-8.47601	-41.3267	-1358.56	171.974	-2268.84	4.16134	32.8737	0
9420	0	-4.26642	-9.65008	-40.3904	-1363.89	193.861	-2234.3	4.79969	33.7676	0
9420	1	-8.60228	-7.87672	-36.1818	-1481.41	115.667	-2296.63	3.19682	40.9435	0
9420	2	-6.16206	-10.3302	-37.9697	-1362.48	150.168	-2284.36	3.95495	35.8833	0
9420	3	-3.73653	-12.0405	-32.4461	-1473.68	284.747	-2260.26	8.77599	45.4192	0
9421	0	-4.95787	-9.32205	-35.4357	-1390.4	191.217	-2360.68	5.39617	39.2373	0
9421	1	-4.2203	-5.29686	-29.3332	-1536.7	101.592	-2232.13	3.46339	52.3878	0
9421	2	-7.0988	-8.80277	-30.8347	-1368.15	99.6043	-2251.37	3.23027	44.3706	0
9421	3	-1.93864	-11.4557	-30.8774	-1508.26	166.194	-2362.41	5.38236	48.8467	0
9422	0	-1.78766	-10.6094	-35.6974	-1467.06	126.217	-2338.24	3.53573	41.0969	0
9422	1	0.812044	-12.5615	-28.8694	-1406.76	220.53	-2280.46	7.63889	48.7283	0
9422	2	-2.74822	-9.70986	-36.8629	-1477.51	168.398	-2291.24	4.56822	40.0812	0
9422	3	0.968378	-8.19081	-30.5386	-1474.98	253.57	-2426.47	8.30326	48.299	0
9423	0	-2.69267	-8.1387	-34.7148	-1455.93	117.393	-2393.46	3.38165	41.9397	0
9423	1	-2.93537	-9.26686	-28.0831	-1340.5	160.284	-2294.73	5.70748	47.7332	0
9423	2	-0.755443	-8.76203	-28.7518	-1430.03	160.803	-2383.97	5.59278	49.7371	0
9423	3	-3.4179	-7.08798	-29.7483	-1413.1	85.333	-2369.27	2.8685	47.5018	0
9424	0	-1.00016	-6.56577	-21.547	-1406.24	153.947	-2264.37	7.14471	65.2639	0
9424	1	-3.00744	-4.8233	-18.3257	-1411.92	130.275	-2175.31	7.10885	77.0459	0
9424	2	-0.63377	-8.15871	-17.8199	-1335.29	184.245	-2215.82	10.3393	74.9325	0
9424	3	-1.55039	-8.02742	-19.5117	-1487.09	85.3526	-2351.3	4.37443	76.2151	0
9425	0	-0.997504	-8.88426	-17.2327	-1352.49	228.202	-2171.21	13.2424	78.4838	0
9425	1	-1.3487	-7.47444	-14.7848	-1310.81	199.015	-2166.42	13.4607	88.6591	0
9425	2	-4.0878	-8.54093	-20.3359	-1294.33	184.844	-2248.92	9.08954	63.6477	0
9425	3	-1.03705	-6.10645	-15.1422	-1304.87	197.977	-2272.49	13.0745	86.1745	0
9426	0	-3.05762	-7.11187	-15.966	-1353.66	141.645	-2312.02	8.87169	84.7841	0
9426	1	-2.97795	-7.97636	-14.2972	-1263.75	174.889	-2266.15	12.2323	88.3913	0
9426	2	-3.13243	-7.09676	-13.3477	-1283.35	191.011	-2247.54	14.3104	96.1478	0
9426	3	-2.8613	-7.87077	-9.983	-1296.71	283.484	-2162.69	28.3967	129.891	0
9427	0	-3.59677	-6.68263	-11.7606	-1176.77	208.556	-2218.52	17.7335	100.061	0
9427	1	-2.02969	-5.52897	-8.13421	-1381.47	122.458	-2199.74	15.0547	169.835	0
9427	2	-5.52123	-7.36882	-9.64446	-1257.07	60.846	-2241.91	6.30891	130.341	0
9427	3	-0.410432	-6.50974	-15.8887	-1197.36	174.607	-2207.48	10.9894	75.3589	0
9428	0	-3.93756	-7.21987	-18.3656	-1248.63	139.333	-2164.41	7.58664	67.9876	0
9428	1	-5.35903	-3.55055	-19.1162	-1247.29	39.9981	-2306.13	2.09237	65.2478	0
9428	2	-2.14199	-5.54852	-19.2108	-1242.82	106.365	-2172.43	5.53671	64.6936	0
9428	3	-2.95528	-7.8951	-17.8899	-1100.67	212.539	-2247.01	11.8804	61.5245	0
9429	0	-0.560546	-4.29517	-18.3787	-1117.83	163.044	-2175.19	8.87136	60.8218	0
9429	1	-5.13968	-3.64129	-11.1831	-1152.79	105.764	-2141.56	9.45745	103.083	0
9429	2	-0.733949	-4.32592	-10.8974	-988.06	105.36	-2105.29	9.66835	90.6692	0
9429	3	-1.23476	-2.73154	-9.94837	-1028.74	115.197	-2014.14	11.5794	103.408	0
9430	0	-3.10766	-2.21302	-8.1996	-901.271	110.572	-1967.32	13.4851	109.916	0
9430	1	-0.909009	-3.04783	-6.77894	-996.121	110.265	-1847.2	16.2659	146.944	0
9430	2	-3.36227	-2.45703	-4.72829	-941.319	21.7946	-1928.08	4.6094	199.082	0
9430	3	-0.830477	-0.977394	-7.26178	-886.58	116.09	-1841.38	15.9864	122.089	0
9431	0	-1.93472	-0.249168	-6.22102	-868.872	168.712	-1756.03	27.1197	139.667	0
9431	1	-2.17604	-2.59217	-6.55295	-817.929	164.056	-1834.07	25.0355	124.819	0
9431	2	1.67857	2.77626	-0.112255	-917.069	90.1043	-1758.88	0	0	0
9431	3	-2.70441	0.764262	-3.41729	-769.304	106.641	-1761.03	31.2064	225.121	0
9432	0	-2.52022	-0.943368	0.0642735	-691.077	132.765	-1744.78	0	0	0
9432	1	-4.58931	2.94231	-1.56103	-769.245	53.6332	-1803.39	34.3575	492.779	0
9432	2	-1.00558	-2.65536	7.74985	-717.86	218.778	-1679.63	-28.23	-92.629	0
9432	3	-3.72224	1.38519	1.91519	-723.339	99.8574	-1697.65	-52.1397	-377.686	0
9433	0	-3.76265	0.127295	5.73401	-837.524	77.6797	-1649.06	-13.5472	-146.063	0
9433	1	-3.12852	-0.833959	-0.789882	-693.83	125.566	-1695.44	0	0	0
9433	2	-2.58001	0.207033	-6.73541	-807.794	143.152	-1758.31	21.2536	119.932	0
9433	3	-7.01392	0.266872	-3.55791	-732.67	124.174	-1748.17	34.9008	205.927	0
9434	0	-1.88552	-3.60977	3.24194	-667.758	215.99	-1766.46	-66.6238	-205.975	0
9434	1	-5.55115	0.0980837	-6.46022	-783.334	100.971	-1845.71	15.6296	121.255	0
9434	2	-5.79052	-1.34847	-7.19917	-668.617	189.296	-1868.29	26.2942	92.8741	0
9434	3	-4.56145	0.108427	-8.29811	-718.36	121.735	-1808.8	14.6702	86.5691	0
9435	0	-7.16012	0.127513	-5.3604	-750.806	71.0381	-1775.25	13.2524	140.065	0
9435	1	-1.73395	-0.395404	-3.56748	-627.696	117.478	-1764.18	32.9302	175.95	0
9435	2	-4.74929	3.79712	-8.67168	-680.756	20.696	-1762.34	2.38662	78.5034	0
9435	3	-3.49265	2.73032	-3.58383	-588.942	82.4104	-1590.17	22.9951	164.333	0
9436	0	-0.27032	3.58926	-2.55993	-647.139	186.595	-1603.88	72.8907	252.796	0
9436	1	-3.56718	1.36964	-1.69168	-638.334	68.8751	-1513.37	40.714	377.337	0
9436	2	-1.68691	2.04303	-3.98021	-530.847	76.4777	-1504.64	19.2145	133.372	0
9436	3	-3.46005	5.06927	-7.72076	-564.616	3.96636	-1502.66	0.513726	73.1296	0
9437	0	-2.33517	1.89715	-4.31231	-537.423	82.3775	-1473.75	19.1029	124.625	0
9437	1	-0.0544062	3.30205	-2.63499	-475.761	141.703	-1544.78	53.7775	180.556	0
9437	2	-2.25116	4.3491	-0.408989	-524.899	49.8142	-1514.19	0	0	0
9437	3	-3.28365	2.88455	3.65969	-398.86	4.54647	-1450.77	-1.24231	-108.987	0
9438	0	-0.279309	4.46479	1.78144	-476.716	84.4694	-1447.5	-47.4165	-267.602	0
9438	1	0.758302	2.23574	8.93941	-496.313	221.604	-1299.94	-24.7895	-55.5196	0
9438	2	-1.56318	4.52732	7.11306	-422.698	59.9216	-1439.87	-8.42418	-59.4257	0
9438	3	-0.668122	3.63467	6.70149	-566.34	35.8096	-1261.64	-5.34353	-84.5096	0
9439	0	-4.77127	2.59063	6.6951	-507.123	12.3416	-1284.23	-1.84338	-75.7453	0
9439	1	-2.19994	4.24287	2.40888	-428.156	61.6623	-1367.77	-25.5979	-177.741	0
9439	2	-2.54096	2.25672	3.50816	-473.146	95.7815	-1340.33	-27.3025	-134.87	0
9439	3	-3.49879	1.1709	3.63194	-488.754	142.207	-1371.24	-39.1546	-134.571	0
9440	0	-3.21416	1.08285	0.402098	-466.795	117.223	-1417.44	0	0	0
9440	1	-6.62946	2.64044	-0.366062	-491.833	41.1119	-1422.37	0	0	0
9440	2	-5.30715	2.48885	-0.0675289	-451.079	83.4926	-1464.08	0	0	0
9440	3	-7.26708	4.32676	-1.52411	-529.408	62.8076	-1464.64	41.2093	347.355	0
9441	0	-3.18332	-1.44116	4.66961	-454.339	200.439	-1392.04	-42.9241	-97.2969	0
9441	1	-4.0468	2.9801	1.8554	-483.111	76.004	-1433.38	-40.9638	-260.382	0
9441	2	-4.19874	4.46747	2.8923	-592.198	12.6359	-1402.81	-4.3688	-204.75	0
9441	3	-8.37493	2.09402	6.68968	-483.574	16.0103	-1366.69	-2.39329	-72.2866	0
9442	0	-3.32292	2.11302	-2.34294	-473.921	126.728	-1284.85	54.0891	202.277	0
9442	1	-4.30011	2.44771	0.956676	-573.418	129.485	-1294.33	0	0	0
9442	2	-5.60366	1.13957	-1.90586	-493.071	124.405	-1341.43	65.275	258.713	0
9442	3	-0.143933	6.51847	4.94574	-594.523	143.408	-1294.57	-28.9962	-120.209	0
9443	0	-4.78721	3.87046	-2.264	-534.196	56.2542	-1382.93	24.8473	235.953	0
9443	1	-6.328	1.75419	8.29595	-374.217	33.3539	-1302.33	-4.02051	-45.1084	0
9443	2	-3.76036	4.47608	2.35159	-487.954	4.56792	-1406.95	-1.94248	-207.5	0
9443	3	-6.39029	7.65353	-1.45534	-556.286	-55.435	-1345.64	-38.0908	382.238	0
9444	0	-0.416174	4.99586	4.89782	-467.362	30.1726	-1321.68	-6.16042	-95.4224	0
9444	1	0.859825	4.771	8.0903	-544.762	-26.3213	-1232.38	3.25344	-67.3352	0
9444	2	-2.07181	2.97393	8.79797	-444.006	7.47947	-1136.17	-0.850136	-50.4669	0
9444	3	-0.208731	3.00705	5.41301	-404.279	70.2648	-1026.8	-12.9807	-74.6866	0
9445	0	-3.57581	4.80607	4.5708	-497.858	37.721	-1122.42	-8.2526	-108.922	0
9445	1	-0.41512	1.99286	6.33021	-458.587	81.8325	-1217.79	-12.9273	-72.4442	0
9445	2	0.233101	3.58735	6.69104	-580.442	9.13699	-1234.77	-1.36556	-86.7492	0
9445	3	-1.92999	3.36865	5.15604	-492.017	52.1079	-1279.07	-10.1062	-95.4254	0
9446	0	-1.00033	3.11952	5.89581	-443.5	79.7974	-1232.07	-13.5346	-75.2229	0
9446	1	-1.60918	4.12199	2.73327	-540.071	31.931	-1314.82	-11.6824	-197.592	0
9446	2	0.984963	-1.31574	10.8394	-497.735	96.2936	-1294.2	-8.88366	-45.919	0
9446	3	-0.896408	3.17682	5.30124	-523.695	52.8182	-1283.66	-9.96336	-98.7872	0
9447	0	-1.25281	3.88717	8.44673	-569.019	-37.1962	-1233.12	4.40362	-67.3656	0
9447	1	0.609877	1.51185	3.35972	-485.178	82.8724	-1221.99	-24.6665	-144.41	0
9447	2	-0.196427	2.196	3.01398	-585.832	77.4681	-1226.85	-25.7029	-194.372	0
9447	3	-4.30651	1.73845	4.65982	-554.069	32.6249	-1218.7	-7.00132	-118.904	0
9448	0	-2.31575	3.28153	3.67501	-493.319	49.627	-1276.56	-13.5039	-134.236	0
9448	1	-2.87399	2.19656	2.03105	-604.595	37.1784	-1312.59	-18.305	-297.677	0
9448	2	-4.78166	0.405752	1.41783	-467.162	160.426	-1380.06	-113.15	-329.492	0
9448	3	-2.08199	3.39704	2.24785	-543.25	66.4993	-1406.19	-29.5835	-241.675	0
9449	0	-4.47917	1.99408	4.61492	-617.83	43.8222	-1438.18	-9.49577	-133.877	0
9449	1	-1.3058	0.447525	6.76071	-503.849	69.5764	-1404.95	-10.2913	-74.526	0
9449	2	-4.50058	6.45898	-2.69595	-603.134	-96.265	-1467.05	-35.7073	223.718	0
9449	3	-0.844294	3.18728	7.87267	-588.751	60.0871	-1309.33	-7.63237	-74.7842	0
9450	0	1.77466	2.90939	4.93645	-561.801	109.992	-1415.24	-22.2816	-113.807	0
9450	1	-1.32722	2.22083	7.43576	-570.098	28.4998	-1331.18	-3.83281	-76.6698	0
9450	2	0.360975	0.797179	7.09313	-515.753	52.1501	-1330.75	-7.3522	-72.7116	0
9450	3	-0.523695	4.74176	1.9413	-607.429	-6.28551	-1366.15	3.23779	-312.898	0
9451	0	0.0890489	0.484219	3.71301	-547.372	77.9665	-1335.94	-20.9982	-147.42	0
9451	1	2.44829	3.08813	5.66416	-579.562	68.1945	-1368.72	-12.0397	-102.321	0
9451	2	1.31563	2.18282	2.90986	-630.711	52.6718	-1447.9	-18.1011	-216.749	0
9451	3	1.31267	1.90626	3.96584	-588.945	48.3004	-1493.25	-12.1791	-148.505	0
9452	0	5.89016	0.628749	7.16412	-546.865	22.36	-1646.63	-3.1211	-76.3338	0
9452	1	5.44619	2.09679	1.75378	-642.202	-14.4931	-1622.61	8.26392	-366.182	0
9452	2	4.69765	1.17867	4.55786	-608.477	-9.99852	-1549.19	2.19368	-133.5	0
9452	3	10.2059	3.8637	4.2368	-621.639	136.312	-1563.5	-32.1732	-146.723	0
9453	0	5.25228	1.39405	7.09312	-675.183	-10.5387	-1532.42	1.48576	-95.1886	0
9453	1	6.25514	0.439783	2.49384	-599	35.975	-1494.95	-14.4255	-240.192	0
9453	2	6.39227	4.09814	-2.08254	-666.84	-23.8682	-1575.91	-11.4611	320.205	0
9453	3	6.80272	0.704696	-1.3107	-617.382	65.6655	-1621.69	50.0996	471.032	0
9454	0	10.2979	3.01717	2.48788	-656.704	125.707	-1666.68	-50.5277	-263.962	0
9454	1	7.53927	3.31994	-1.6123	-667.311	91.2836	-1768.71	56.617	413.888	0
9454	2	3.25777	1.02004	3.07345	-495.243	6.62893	-1736.15	-2.15684	-161.136	0
9454	3	7.48063	3.12128	-1.66389	-597.347	51.0631	-1844.01	30.689	359.007	0
9455	0	6.74608	2.52363	-6.74146	-668.117	141.02	-1734.12	20.9183	99.1058	0
9455	1	9.68296	1.43441	-3.42553	-591.005	101.989	-1901.84	29.7733	172.529	0
9455	2	13.5248	4.17333	-1.67231	-726.171	31.8999	-1861.32	19.0753	434.232	0
9455	3	9.53601	1.74395	0.5454	-597.06	-20.7024	-1931.77	0	0	0
9456	0	13.9038	2.41004	-8.67134	-505.243	130.886	-1744.68	15.0941	58.2658	0
9456	1	9.11472	2.13321	-3.45894	-619.038	107.82	-1714.5	31.1713	178.967	0
9456	2	10.0866	2.46399	-4.84727	-538.973	147.597	-1832.36	30.4496	111.191	0
9456	3	13.7524	4.84722	-2.39779	-695.852	72.1808	-1833.79	30.103	290.205	0
9457	0	10.6868	3.74982	-7.6822	-636	63.9291	-2002.7	8.32172	82.7888	0
9457	1	11.8362	1.76439	-4.62573	-421.339	92.2362	-1946.17	19.9398	91.086	0
9457	2	13.06	4.60489	-10.5697	-571.906	12.0451	-2136.15	1.13959	54.1082	0
9457	3	10.84	5.86195	-13.126	-629.117	-7.56062	-2086.81	-0.576002	47.9289	0
9458	0	15.1787	4.72945	-8.62467	-532.806	54.2593	-2019.46	6.29117	61.7769	0
9458	1	17.2029	5.71839	-6.29857	-635.822	-0.746493	-1951.84	-0.118518	100.947	0
9458	2	13.47	3.43491	-3.82472	-518.95	-37.2434	-2004.3	-9.73753	135.683	0
9458	3	21.4932	4.41908	-15.704	-416.738	80.7939	-1990.6	5.14481	26.5371	0
9459	0	19.1276	4.33303	-10.0649	-553.063	43.9854	-1995.26	4.37016	54.9495	0
9459	1	20.3056	2.61821	-10.6506	-433.011	154.812	-1952.05	14.5355	40.656	0
9459	2	20.1449	4.64774	-13.9427	-479.995	89.2892	-2034.51	6.40401	34.4262	0
9459	3	18.144	4.71321	-14.8875	-441.985	8.01614	-2019.69	0.538449	29.6884	0
9460	0	21.3566	4.0346	-13.5169	-424.346	72.4621	-2072.56	5.36086	31.3938	0
9460	1	20.1489	7.83537	-19.5179	-469.89	23.0996	-2107.38	1.18351	24.0748	0
9460	2	24.5069	2.68118	-13.5525	-407.775	147.454	-2086.54	10.8802	30.0886	0
9460	3	25.0012	6.96212	-19.0718	-474.052	54.0375	-2125.29	2.83337	24.8562	0
9461	0	24.5151	6.92512	-20.7847	-475.63	11.6256	-2106.13	0.559334	22.8836	0
9461	1	21.92	7.23021	-19.132	-359.741	-0.678606	-2113.52	-0.0354698	18.8031	0
9461	2	28.7788	6.84376	-29.2361	-269.036	122.056	-2051.21	4.17484	9.20221	0
9461	3	27.6426	6.41522	-24.6502	-394.345	85.4633	-2096.96	3.46704	15.9976	0
9462	0	26.607	6.82355	-29.4577	-299.787	109.449	-2105.78	3.71544	10.1768	0
9462	1	30.93	12.9325	-22.2306	-445.064	91.3402	-2006.2	4.10876	20.0203	0
9462	2	26.9321	9.62713	-33.7034	-313.988	61.3516	-2097.86	1.82034	9.31621	0
9462	3	26.0001	7.9664	-27.7492	-185.191	78.4394	-2031.44	2.82673	6.67372	0
9463	0	27.7883	11.1669	-35.4865	-256.725	93.9369	-2082.81	2.64712	7.23446	0
9463	1	32.7297	5.66404	-27.7275	-212.198	320.198	-1960.86	11.548	7.65296	0
9463	2	29.0995	9.7596	-37.0115	-143.713	112.131	-2144.58	3.02963	3.88293	0
9463	3	31.4441	11.5619	-37.3746	-212.588	82.2374	-2139.37	2.20035	5.68802	0
9464	0	28.5604	11.7672	-37.0982	-144.372	-2.08339	-2049.93	-0.0561586	3.8916	0
9464	1	31.8082	11.5325	-40.1417	-91.2866	36.4042	-2056.49	0.906892	2.27411	0
9464	2	32.0104	15.2929	-46.2465	-134.857	-43.1998	-2083.99	-0.934119	2.91605	0
9464	3	34.1733	11.6802	-46.3306	-64.9217	22.9574	-1992.84	0.495512	1.40127	0
9465	0	35.272	12.7925	-46.0006	-35.5349	49.1173	-2006.8	1.06775	0.772486	0
9465	1	35.2574	14.2824	-47.8397	-20.4981	-3.32164	-1938.29	-0.0694327	0.428474	0
9465	2	36.3355	14.4444	-49.8048	41.2276	21.5894	-1925.8	0.433481	-0.827784	0
9465	3	38.3792	14.7934	-53.1097	13.6364	56.7932	-1926.27	1.06936	-0.25676	0
9466	0	37.3796	15.8349	-54.7713	-16.0846	0.275724	-1944.37	0.0050341	0.293669	0
9466	1	38.5207	14.5581	-57.4387	15.5971	42.0963	-1957.06	0.732892	-0.271543	0
9466	2	42.8578	16.4977	-57.3221	-15.1945	132.19	-2055.84	2.30608	0.265073	0
9466	3	38.2957	14.9675	-57.6614	-39.6578	-41.7835	-2089.01	-0.724635	0.687771	0
9467	0	41.9519	14.3081	-65.3115	52.1699	69.7872	-2046.58	1.06853	-0.798786	0
9467	1	45.4224	15.1947	-62.8317	173.91	62.3282	-2081.68	0.991986	-2.76788	0
9467	2	46.0126	17.5987	-68.7115	144.528	6.92768	-2010.76	0.100823	-2.10341	0
9467	3	44.0048	19.41	-73.0871	259.406	11.1763	-1990.86	0.152917	-3.54927	0
9468	0	45.0346	19.5248	-74.6525	433.385	59.8522	-1838.02	0.801745	-5.80538	0
9468	1	43.2855	24.6006	-79.1856	418.685	36.0872	-1812.86	0.45573	-5.2874	0
9468	2	46.056	20.6896	-75.6278	613.494	148.411	-1719.85	1.96238	-8.11202	0
9468	3	46.6745	27.1891	-80.3011	631.237	77.6371	-1762.62	0.966825	-7.86088	0
9469	0	49.2232	30.0249	-82.297	617.448	16.1245	-1716.5	0.19593	-7.50269	0
9469	1	44.2193	28.7447	-83.3338	846.811	-7.78217	-1724.99	-0.0933855	-10.1617	0
9469	2	47.4957	29.9703	-92.7112	964.468	34.0536	-1650.6	0.367308	-10.4029	0
9469	3	47.7124	30.8247	-91.7607	956.381	65.3281	-1598.1	0.71194	-10.4226	0
9470	0	47.1235	31.1777	-96.65	1132.42	45.6461	-1608	0.472283	-11.7168	0
9470	1	49.737	35.0492	-93.1546	1124.66	52.0694	-1569.15	0.558957	-12.0731	0
9470	2	47.1409	34.936	-99.1777	1214.3	-17.2408	-1581.69	-0.173838	-12.2437	0
9470	3	49.008	34.6774	-101.642	1328.96	-15.1261	-1542.68	-0.148817	-13.0749	0
9471	0	50.2268	35.1213	-104.456	1427.08	-8.17341	-1530.87	-0.0782471	-13.6619	0
9471	1	49.0477	39.6232	-110.477	1492.01	-4.17843	-1458.62	-0.0378218	-13.5052	0
9471	2	48.6816	37.0632	-115.147	1616.94	14.9205	-1555.98	0.129578	-14.0424	0
9471	3	53.2087	39.9073	-117.96	1685.79	81.9324	-1412.07	0.694578	-14.2913	0
9472	0	51.0922	42.8692	-117.943	1720.17	10.3267	-1424.36	0.0875568	-14.5848	0
9472	1	52.9135	43.8749	-125.835	1794.58	29.4219	-1381.11	0.233813	-14.2613	0
9472	2	54.5836	42.0461	-126.211	1939.72	77.6347	-1381.26	0.61512	-15.3689	0
