Devices
1000
		PedaleGauche - Force			PedaleGauche - Moment			PedaleGauche - CoP			
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
9427	3	-30.7363	-53.1131	-298.524	-2059.42	-734.592	448.234	-2.46074	6.89867	0
9428	0	-34.1451	-51.6623	-297.878	-1977.65	-877.159	436.484	-2.94469	6.63912	0
9428	1	-29.5064	-49.3101	-293.146	-2058.86	-589.292	406.157	-2.01024	7.02333	0
9428	2	-35.8214	-51.3745	-294.893	-1942.08	-690.296	477.823	-2.34083	6.58571	0
9428	3	-42.3519	-54.6988	-293.181	-1747.45	-871.886	513.727	-2.97389	5.96031	0
9429	0	-37.4019	-53.2113	-290.87	-1819.73	-684.487	394.881	-2.35324	6.25617	0
9429	1	-39.6143	-51.2851	-292.649	-1771.31	-590.851	343.057	-2.01898	6.05269	0
9429	2	-41.9489	-52.4492	-295.232	-1745.88	-638.015	384.201	-2.16107	5.91361	0
9429	3	-44.7308	-48.2508	-282.324	-1644.88	-627.459	444.503	-2.22248	5.82621	0
9430	0	-47.9752	-48.9599	-297.477	-1740.59	-545.451	422.806	-1.83359	5.85117	0
9430	1	-55.2763	-49.9626	-289.971	-1493.78	-701.974	492.95	-2.42084	5.1515	0
9430	2	-51.5384	-51.5917	-294.877	-1613.82	-653.253	422.362	-2.21534	5.47286	0
9430	3	-49.4333	-48.9421	-303.119	-1785.53	-488.319	423.83	-1.61098	5.89053	0
9431	0	-56.5536	-46.6053	-304.006	-1696.95	-591.111	554.413	-1.94441	5.58199	0
9431	1	-55.4335	-47.3242	-295.425	-1678.33	-633.342	524.077	-2.14383	5.68106	0
9431	2	-56.8322	-47.0343	-301.234	-1643.86	-564.266	464.452	-1.87318	5.45707	0
9431	3	-61.6374	-51.9103	-304.35	-1452.19	-528.674	319.702	-1.73706	4.77145	0
9432	0	-57.6079	-53.6371	-294.214	-1395.22	-635.297	289.108	-2.1593	4.74219	0
9432	1	-60.0232	-51.3382	-298.259	-1448.62	-487.207	333.551	-1.6335	4.85692	0
9432	2	-58.5875	-49.1683	-299.855	-1444.73	-448.641	336.429	-1.49619	4.81811	0
9432	3	-62.1497	-48.6754	-300.227	-1461.42	-535.41	347.514	-1.78335	4.86774	0
9433	0	-63.7304	-48.7383	-292.64	-1464.33	-539.362	327.195	-1.84309	5.00388	0
9433	1	-67.4933	-50.5217	-300.456	-1359.77	-552.399	311.734	-1.83854	4.52567	0
9433	2	-65.8185	-49.7797	-295.944	-1395.33	-585.34	408.28	-1.97788	4.71484	0
9433	3	-63.1983	-50.5821	-285.841	-1365.28	-504.475	448.959	-1.76488	4.77635	0
9434	0	-65.4791	-47.8124	-284.858	-1373.32	-517.347	341.635	-1.81616	4.82105	0
9434	1	-66.2139	-48.3717	-287.192	-1293.35	-563.412	386.601	-1.9618	4.50343	0
9434	2	-67.4406	-49.1148	-283.268	-1281.97	-600.178	396.01	-2.11877	4.52566	0
9434	3	-67.9759	-47.1133	-283.44	-1250.9	-606.09	361.555	-2.13834	4.41326	0
9435	0	-67.3376	-49.1538	-286.146	-1236.39	-530.24	364.829	-1.85304	4.32085	0
9435	1	-71.2834	-45.9457	-279.757	-1108.83	-667.148	334.368	-2.38474	3.96355	0
9435	2	-69.2397	-45.1028	-272.185	-1135.47	-453.634	375.122	-1.66664	4.1717	0
9435	3	-74.2047	-43.9286	-277.443	-1090.18	-500.066	417.41	-1.80241	3.92939	0
9436	0	-80.3801	-46.4414	-271.031	-895.298	-627.245	485.638	-2.31429	3.3033	0
9436	1	-78.4979	-43.6135	-271.533	-962.452	-530.956	455.964	-1.9554	3.54451	0
9436	2	-81.087	-41.8832	-269.413	-974.245	-505.878	500.845	-1.8777	3.61617	0
9436	3	-84.0673	-40.2455	-269.41	-954.248	-549.546	612.587	-2.03981	3.54199	0
9437	0	-84.587	-35.3056	-250.285	-862.479	-506.125	607.555	-2.0222	3.44599	0
9437	1	-86.1267	-38.2656	-260.215	-891.261	-538.86	590.76	-2.07083	3.4251	0
9437	2	-89.9536	-39.668	-257.346	-737.279	-597.301	578.901	-2.321	2.86494	0
9437	3	-86.8453	-41.6175	-250.915	-694.285	-616.147	536.104	-2.4556	2.76702	0
9438	0	-83.7007	-37.8468	-257.989	-872.146	-462.464	511.441	-1.79257	3.38055	0
9438	1	-89.5221	-36.467	-255.124	-718.377	-475.187	593.151	-1.86257	2.81579	0
9438	2	-90.09	-38.7998	-246.407	-587.126	-519.076	509.218	-2.10658	2.38275	0
9438	3	-91.6022	-36.2642	-248.584	-628.747	-463.321	524.616	-1.86384	2.52932	0
9439	0	-94.1254	-37.1551	-247.006	-588.453	-574.539	551.944	-2.32601	2.38234	0
9439	1	-93.3878	-37.37	-240.321	-543.594	-654.133	655.802	-2.72192	2.26195	0
9439	2	-90.7212	-32.6428	-229.644	-674.811	-603.106	703.393	-2.62627	2.93851	0
9439	3	-92.7164	-35.0576	-230.993	-566.441	-578.777	566.031	-2.5056	2.4522	0
9440	0	-93.0706	-35.7996	-229.982	-451.301	-590.318	546.527	-2.5668	1.96233	0
9440	1	-89.9853	-34.0232	-221.626	-502.136	-581.394	578.314	-2.62332	2.2657	0
9440	2	-89.1982	-37.3751	-221.213	-413.411	-488.823	499.137	-2.20974	1.86884	0
9440	3	-88.6668	-36.1556	-222.016	-382.234	-570.188	488.731	-2.56823	1.72165	0
9441	0	-86.8952	-35.4098	-216.319	-350.201	-517.457	396.08	-2.3921	1.61891	0
9441	1	-83.2067	-33.9461	-214.497	-414.228	-378.633	314.969	-1.76522	1.93116	0
9441	2	-84.9134	-35.5883	-214.435	-307.723	-387.047	349.433	-1.80497	1.43505	0
9441	3	-83.075	-32.737	-210.088	-341.699	-359.534	298.815	-1.71135	1.62646	0
9442	0	-82.5939	-34.7782	-211.859	-366.252	-292.292	356.03	-1.37965	1.72876	0
9442	1	-86.7149	-35.2016	-211.618	-271.695	-516.744	368.861	-2.44187	1.2839	0
9442	2	-81.4921	-34.0959	-210.991	-382.856	-370.383	304.909	-1.75544	1.81456	0
9442	3	-80.8019	-34.0863	-213.709	-371.637	-336.267	242.198	-1.57348	1.73898	0
9443	0	-77.4062	-37.0366	-208.656	-317.024	-349.333	195.505	-1.67421	1.51936	0
9443	1	-74.5743	-30.7697	-200.933	-379.526	-210.162	158.049	-1.04593	1.88882	0
9443	2	-73.5893	-33.3654	-213.912	-468.241	-156.439	131.553	-0.731323	2.18895	0
9443	3	-76.1917	-35.4465	-204.599	-234.306	-240.406	81.5179	-1.17501	1.1452	0
9444	0	-69.0394	-38.4477	-207.663	-295.507	-131.017	-103.533	-0.630914	1.42302	0
9444	1	-68.3745	-35.9952	-211.753	-342.423	1.88553	-142.728	0.00890439	1.61709	0
9444	2	-68.5464	-35.5465	-217.906	-376.875	66.2675	-127.985	0.304111	1.72953	0
9444	3	-64.5843	-33.8044	-209.328	-457.01	43.0274	-108.22	0.205551	2.18323	0
9445	0	-65.75	-33.4637	-211.867	-525.729	97.7189	-180.993	0.461228	2.48141	0
9445	1	-67.9602	-38.1123	-217.129	-319.651	123.579	-293.686	0.569153	1.47217	0
9445	2	-63.3098	-35.2396	-209.082	-426.968	80.0002	-195.096	0.382626	2.04211	0
9445	3	-58.4192	-33.7682	-204.048	-551.9	159.708	-151.899	0.782698	2.70475	0
9446	0	-58.2408	-35.412	-210.64	-501.966	166.269	-300.504	0.789353	2.38305	0
9446	1	-56.0432	-33.7116	-207.053	-526.938	104.184	-327.493	0.503178	2.54495	0
9446	2	-55.088	-35.5269	-202.89	-505.905	208.766	-421.237	1.02896	2.49349	0
9446	3	-53.7607	-35.4081	-209.8	-487.098	223.477	-457.621	1.06519	2.32173	0
9447	0	-53.1567	-37.9176	-204.553	-384.096	229.292	-449.749	1.12094	1.87773	0
9447	1	-48.4499	-38.2244	-200.966	-424.742	364.16	-501.169	1.81204	2.1135	0
9447	2	-47.1099	-36.725	-202.633	-445.152	415.804	-541.459	2.05201	2.19685	0
9447	3	-46.4603	-37.0028	-201.507	-495.356	367.874	-486.225	1.82561	2.45826	0
9448	0	-41.9827	-32.7885	-196.221	-595.501	426.919	-500.804	2.1757	3.03485	0
9448	1	-44.162	-34.2757	-198.194	-587.51	337.312	-455.211	1.70193	2.96432	0
9448	2	-40.9521	-37.4456	-201.26	-603.963	326.848	-497.005	1.62401	3.00091	0
9448	3	-38.0478	-36.4881	-188.597	-531.188	340.719	-511.563	1.8066	2.81652	0
9449	0	-32.147	-32.3664	-188.068	-677.053	544.573	-616.049	2.89563	3.60005	0
9449	1	-35.0767	-35.1881	-188.952	-581.863	404.924	-563.202	2.14299	3.07941	0
9449	2	-31.0492	-34.5036	-184.05	-591.357	473.735	-635.088	2.57395	3.21303	0
9449	3	-31.4506	-34.91	-185.935	-605.705	450.567	-632.808	2.42324	3.25761	0
9450	0	-30.6703	-38.5463	-194.371	-584.867	485.756	-720.746	2.49913	3.00903	0
9450	1	-28.1932	-37.8341	-180.723	-485.38	439.086	-713.205	2.4296	2.68576	0
9450	2	-25.4071	-34.9775	-188.434	-709.552	570.85	-691.38	3.02944	3.76551	0
9450	3	-28.9463	-33.1869	-187.626	-619.205	503.231	-574.943	2.6821	3.30021	0
9451	0	-29.3465	-34.1639	-181.181	-611.994	425.131	-571.469	2.34644	3.3778	0
9451	1	-27.0109	-33.9663	-175.58	-617.033	416.899	-595.778	2.37441	3.51426	0
9451	2	-29.3889	-31.9251	-180.15	-666.466	408.451	-522.286	2.26728	3.69951	0
9451	3	-27.7298	-33.3811	-177.054	-605.152	330.567	-477.137	1.86704	3.41789	0
9452	0	-27.4348	-32.6426	-173.558	-627.721	397.503	-502.13	2.29032	3.61679	0
9452	1	-26.4283	-31.1896	-172.86	-657.058	424.29	-544.95	2.45453	3.8011	0
9452	2	-27.6041	-31.8286	-174.982	-556.15	391.641	-626.9	2.23818	3.17832	0
9452	3	-24.9678	-30.2155	-168.592	-623.399	475.041	-577.153	2.8177	3.69768	0
9453	0	-25.0827	-31.1652	-168.696	-596.747	523.32	-578.803	3.10215	3.53742	0
9453	1	-27.8452	-30.9556	-168.735	-596.533	388.169	-535.873	2.30046	3.53532	0
9453	2	-26.3796	-29.5438	-163.216	-618.641	385.897	-474.784	2.36433	3.79031	0
9453	3	-24.5804	-27.3059	-162.99	-665.386	432.742	-435.42	2.65502	4.08238	0
9454	0	-27.0128	-27.307	-156.235	-621.17	341.289	-342.313	2.18445	3.97586	0
9454	1	-25.7691	-23.7804	-149.957	-679.04	321.746	-336.969	2.14559	4.52824	0
9454	2	-26.487	-25.3953	-149.478	-640.583	283.942	-282.312	1.89955	4.28546	0
9454	3	-28.9359	-25.8666	-148.363	-580.865	153.364	-245.954	1.03371	3.91516	0
9455	0	-24.3454	-25.5578	-142.321	-607.944	239.131	-249.257	1.68023	4.27165	0
9455	1	-19.4381	-21.5415	-142.815	-763.969	368.889	-340.799	2.58298	5.34936	0
9455	2	-23.641	-23.4074	-143.853	-627.612	275.746	-266.818	1.91686	4.36288	0
9455	3	-24.4549	-25.3081	-140.101	-548.442	156.623	-293.865	1.11793	3.9146	0
9456	0	-22.3265	-23.0314	-139.126	-602.321	318.622	-344.845	2.29017	4.32932	0
9456	1	-24.8661	-27.5159	-149.309	-568.82	209.934	-355.436	1.40604	3.80968	0
9456	2	-22.5141	-25.1238	-134.241	-536.009	197.726	-291.428	1.47292	3.9929	0
9456	3	-17.9338	-21.1289	-137.981	-746.353	305.94	-270.832	2.21726	5.40911	0
9457	0	-22.6522	-19.0983	-134.551	-708.064	193.498	-122.938	1.4381	5.26242	0
9457	1	-24.6728	-19.5706	-122.429	-558.943	27.7777	-82.5942	0.226888	4.56546	0
9457	2	-18.9513	-21.9704	-120.327	-612.875	101.672	-195.84	0.844965	5.09342	0
9457	3	-19.552	-20.2012	-126.153	-612.452	159.062	-191.319	1.26086	4.85482	0
9458	0	-17.2727	-22.1507	-123.012	-602.055	106.373	-227.39	0.864736	4.89428	0
9458	1	-12.9492	-16.3451	-116.716	-784.71	119.829	-58.377	1.02667	6.72327	0
9458	2	-17.3057	-15.6814	-125.207	-793.968	237.16	-162.112	1.89414	6.34124	0
9458	3	-18.2175	-19.9021	-125.278	-593.642	159.177	-264.133	1.27059	4.7386	0
9459	0	-16.3826	-19.5393	-119.837	-611.03	161.23	-203.086	1.34541	5.09883	0
9459	1	-18.9785	-20.6787	-125.603	-577.197	205.573	-305.035	1.63669	4.59542	0
9459	2	-17.692	-20.2122	-121.857	-626.316	123.87	-159.446	1.01652	5.13976	0
9459	3	-16.6918	-18.0378	-116.629	-674.392	99.7245	-143.715	0.85506	5.78238	0
9460	0	-13.3176	-16.2711	-117.447	-730.207	179.616	-102.604	1.52934	6.21733	0
9460	1	-17.087	-15.9433	-115.889	-711.285	52.8702	-105.352	0.456215	6.13765	0
9460	2	-18.9935	-17.1531	-107.532	-680.092	-29.9502	-35.8062	-0.278524	6.32455	0
9460	3	-12.6809	-18.1336	-106.364	-717.908	204.973	32.5069	1.9271	6.74956	0
9461	0	-14.8539	-18.598	-117.309	-680.74	53.3777	-83.7475	0.455017	5.80295	0
9461	1	-12.2301	-19.3045	-104.109	-617.412	142.309	-20.5235	1.36693	5.93044	0
9461	2	-9.00313	-13.0451	-106.354	-741.005	248.335	-135.216	2.335	6.96737	0
9461	3	-13.5421	-15.2452	-107.362	-689.938	88.0283	-53.5112	0.819921	6.42628	0
9462	0	-14.8816	-16.7251	-104.894	-635.924	-6.64835	-12.1661	-0.0633816	6.06254	0
9462	1	-13.7863	-13.8818	-103.114	-754.255	65.0175	-19.4555	0.630541	7.31478	0
9462	2	-17.3652	-17.8046	-104.159	-619.706	-102.455	23.7361	-0.983645	5.94963	0
9462	3	-12.8393	-16.7368	-98.434	-624.288	-58.7901	-13.2682	-0.597254	6.3422	0
9463	0	-7.90361	-13.9649	-102.518	-849.187	57.6444	14.6909	0.562287	8.28332	0
9463	1	-12.4694	-12.4662	-100.129	-756.982	-14.3904	89.6484	-0.143718	7.56004	0
9463	2	-10.1244	-12.8975	-91.8739	-738.144	-78.9294	104.747	-0.859106	8.03432	0
9463	3	-10.4423	-13.6792	-93.5473	-700.971	-63.622	54.8363	-0.680105	7.49322	0
9464	0	-9.32298	-13.5679	-94.8249	-731.039	-23.777	49.2545	-0.250747	7.70936	0
9464	1	-8.22096	-18.0473	-90.8833	-552.687	-108.902	-31.9449	-1.19826	6.08129	0
9464	2	-7.1291	-11.7582	-91.0327	-785.614	-71.454	102.497	-0.784927	8.63002	0
9464	3	-7.6602	-13.7302	-96.622	-740.895	18.8755	0.898487	0.195354	7.66797	0
9465	0	-11.1058	-13.6202	-96.8002	-705.296	-75.8046	-11.6261	-0.783104	7.2861	0
9465	1	-9.66043	-12.2322	-89.5008	-791.29	-48.2577	33.503	-0.539188	8.84116	0
9465	2	-9.7524	-12.2906	-94.0046	-768.711	-51.2875	98.6502	-0.545585	8.17738	0
9465	3	-11.2998	-13.1676	-94.3681	-736.469	-112.218	116.579	-1.18915	7.80422	0
9466	0	-9.95299	-12.2079	-89.256	-734.686	-149.311	149.226	-1.67284	8.23122	0
9466	1	-6.5129	-11.7345	-92.079	-763.759	-48.5954	191.135	-0.527758	8.29461	0
9466	2	-10.7535	-10.1767	-90.7141	-747.746	-203.852	178.415	-2.2472	8.24289	0
9466	3	-8.10682	-9.17266	-81.0168	-759.502	-103.687	190.88	-1.27982	9.37462	0
9467	0	-8.25575	-13.465	-81.5468	-737.525	-58.2768	274.019	-0.714643	9.04419	0
9467	1	-8.10175	-11.433	-88.8882	-797.201	-104.864	110.04	-1.17973	8.96858	0
9467	2	-10.0893	-11.7032	-81.3436	-709.861	-181.066	142.454	-2.22595	8.7267	0
9467	3	-4.70494	-8.30561	-83.4135	-838.067	7.01563	87.1996	0.0841067	10.0471	0
9468	0	-11.0833	-10.584	-86.8411	-684.257	-145.082	189.194	-1.67066	7.87941	0
9468	1	-11.9555	-11.8928	-85.7742	-680.89	-250.248	276.711	-2.91751	7.93816	0
9468	2	-10.9284	-9.69035	-77.7167	-691.917	-247.257	288.86	-3.18152	8.90307	0
9468	3	-12.8601	-10.9935	-84.8609	-723.891	-278.573	312.159	-3.2827	8.53033	0
9469	0	-10.9419	-10.6862	-74.2601	-691.88	-355.422	356.732	-4.78619	9.31699	0
9469	1	-7.48007	-9.42116	-80.7073	-857.252	-237.221	299.072	-2.93928	10.6217	0
9469	2	-10.2913	-10.1848	-75.2027	-741.22	-319.877	326.019	-4.25353	9.8563	0
9469	3	-11.1658	-8.9164	-74.0981	-708.498	-365.81	328.634	-4.93683	9.56163	0
9470	0	-7.72911	-10.0637	-73.2435	-720.827	-290.628	289.81	-3.96797	9.84151	0
9470	1	-9.86136	-9.93068	-76.0183	-699.885	-273.279	290.87	-3.59491	9.20679	0
9470	2	-8.65558	-13.0489	-72.7251	-620.83	-332.262	235.998	-4.56874	8.53668	0
9470	3	-7.60026	-8.27875	-72.2804	-762.498	-250.625	355.396	-3.4674	10.5492	0
9471	0	-7.98859	-8.44806	-78.2231	-743.145	-208.309	316.583	-2.66301	9.50033	0
9471	1	-5.98665	-4.59083	-69.3143	-868.399	-315.58	493.583	-4.55289	12.5284	0
9471	2	-9.87002	-7.17581	-72.1803	-752.609	-289.642	376.501	-4.01275	10.4268	0
9471	3	-10.3574	-8.89252	-70.8266	-716.135	-222.636	392.211	-3.1434	10.1111	0
9472	0	-14.4528	-7.62636	-71.133	-746.641	-424.07	449.976	-5.96164	10.4964	0
9472	1	-10.018	-6.7209	-69.8004	-734.197	-330.316	455.36	-4.73229	10.5185	0
9472	2	-7.61847	-5.25827	-72.8843	-751.786	-259.122	447.085	-3.55526	10.3148	0
9472	3	-12.2489	-5.27691	-72.2971	-686.094	-445.977	401.291	-6.16867	9.48993	0
9473	0	-10.0001	-4.72307	-66.1298	-750.587	-369.722	479.324	-5.59085	11.3502	0
9473	1	-13.1885	-2.51653	-71.9338	-773.153	-413.172	427.509	-5.74378	10.7481	0
9473	2	-16.9406	-8.17718	-64.2865	-523.818	-508.842	504.317	-7.91522	8.14818	0
9473	3	-9.92284	-8.99518	-60.3985	-638.162	-303.651	480.779	-5.02746	10.5659	0
9474	0	-10.9356	-4.21991	-64.4887	-720.616	-301.357	407.749	-4.67302	11.1743	0
9474	1	-13.7148	-4.99721	-66.6079	-740.906	-400.705	532.197	-6.01589	11.1234	0
9474	2	-8.78349	-1.14443	-55.5114	-742.254	-283.662	442.165	-5.10998	13.3712	0
9474	3	-12.4715	-4.18445	-62.1403	-759.669	-407.823	511.143	-6.56294	12.2251	0
9475	0	-16.5715	-7.0101	-61.8119	-593.394	-509.13	514.982	-8.23676	9.59999	0
9475	1	-10.7542	-7.75934	-56.9234	-629.515	-492.831	468.233	-8.65779	11.059	0
9475	2	-10.9352	-5.85399	-59.954	-678.158	-390.606	492.037	-6.5151	11.3113	0
9475	3	-10.0878	-4.03648	-62.3795	-742.028	-387.519	536.946	-6.21229	11.8954	0
9476	0	-9.19503	-5.48021	-59.4841	-688.577	-410.468	461.351	-6.90048	11.5758	0
9476	1	-7.53283	-6.73717	-57.1841	-673.806	-400.698	364.433	-7.00716	11.7831	0
9476	2	-8.93598	-4.65179	-62.3683	-708.508	-328.805	447.301	-5.27198	11.3601	0
9476	3	-8.40638	-6.81445	-62.5823	-597.055	-395.187	445.891	-6.31467	9.54032	0
9477	0	-4.88412	-0.466396	-51.7333	-842.219	-410.736	610.919	-7.93949	16.28	0
9477	1	-7.89324	-3.95157	-61.7566	-714.018	-353.382	486.77	-5.72218	11.5618	0
9477	2	-11.1848	-4.03796	-61.1553	-684.296	-436.248	474.019	-7.13344	11.1895	0
9477	3	-10.3154	-3.58132	-54.2484	-724.929	-471.245	543.476	-8.68681	13.3631	0
9478	0	-11.5931	-7.44592	-60.7541	-609.207	-372.204	451.239	-6.12641	10.0274	0
9478	1	-8.03125	-5.24042	-59.4293	-625.963	-392.003	508.5	-6.59612	10.5329	0
9478	2	-7.04426	-1.46327	-56.3512	-745.776	-483.283	492.947	-8.57628	13.2344	0
9478	3	-6.99323	-3.72228	-54.8416	-721.846	-346.732	425.168	-6.32242	13.1624	0
9479	0	-7.48652	-5.71801	-57.3199	-676.103	-296.798	459.35	-5.17792	11.7953	0
9479	1	-9.6588	-5.21108	-58.1538	-641.97	-391.999	446.296	-6.74072	11.0392	0
9479	2	-7.88135	-4.73749	-55.8018	-642.236	-368.329	436.013	-6.60068	11.5092	0
9479	3	-8.09165	-2.33371	-52.2814	-740.066	-297.052	420.803	-5.68179	14.1554	0
9480	0	-9.61866	-2.4024	-56.3792	-680.881	-394.622	466.089	-6.99942	12.0768	0
9480	1	-13.2116	-4.01558	-50.8187	-650.052	-479.738	523.455	-9.4402	12.7916	0
9480	2	-9.68302	-2.82414	-51.3397	-682.202	-394.817	577.968	-7.69028	13.288	0
9480	3	-9.68681	-2.38767	-51.7093	-647.502	-372.291	532.887	-7.19968	12.522	0
9481	0	-10.2361	-2.07981	-51.1959	-678.591	-467.349	558.992	-9.12864	13.2548	0
9481	1	-8.61927	-2.04548	-48.9595	-703.654	-455.817	557.08	-9.31008	14.3722	0
9481	2	-8.65435	-2.37416	-48.6625	-654.06	-414.18	505.441	-8.51127	13.4407	0
9481	3	-5.6022	-1.88206	-54.3281	-672.578	-303.002	480.835	-5.57726	12.3799	0
9482	0	-7.87499	-2.14385	-50.0709	-626.169	-379.544	492.122	-7.58013	12.5056	0
9482	1	-8.73112	-2.43239	-50.289	-669.639	-429.155	518.81	-8.53378	13.3158	0
9482	2	-7.34424	-1.3934	-49.9808	-611.792	-327.896	453.955	-6.56044	12.2405	0
9482	3	-9.60519	-2.63064	-51.1141	-580.956	-341.256	471.739	-6.67637	11.3659	0
9483	0	-8.77041	-0.887425	-50.5667	-602.396	-351.369	479.68	-6.94863	11.9129	0
9483	1	-9.87898	-0.472069	-46.2776	-644.042	-441.637	577.966	-9.54322	13.9169	0
9483	2	-8.53887	-2.28381	-42.3974	-612.611	-377.213	602.067	-8.89708	14.4493	0
9483	3	-7.2551	-0.199832	-46.1291	-672.359	-397.867	547.249	-8.62508	14.5756	0
9484	0	-8.89983	-1.5015	-45.8963	-635.12	-413.202	570.058	-9.00295	13.8382	0
9484	1	-9.37862	-2.09293	-44.2725	-633.767	-460.014	504.006	-10.3905	14.3151	0
9484	2	-6.55878	-3.70167	-41.2498	-593.662	-369.653	502.88	-8.96133	14.3919	0
9484	3	-7.74309	-2.05172	-40.9392	-617.024	-370.781	436.912	-9.05687	15.0717	0
9485	0	-5.36098	-1.11326	-42.6409	-652.544	-333.225	497.599	-7.81468	15.3032	0
9485	1	-7.88602	-2.26548	-48.6371	-516.558	-288.892	428.873	-5.93974	10.6207	0
9485	2	-9.30589	0.141868	-44.6608	-595.923	-370.669	478.809	-8.29965	13.3433	0
9485	3	-10.2876	-2.00849	-41.0818	-508.531	-413.806	533.089	-10.0727	12.3785	0
9486	0	-7.53752	3.02063	-32.1068	-728.775	-503.863	728.46	-15.6934	22.6985	0
9486	1	-9.95504	-1.55259	-31.9222	-558.042	-502.776	563.523	-15.75	17.4813	0
9486	2	-11.9536	0.162717	-39.77	-561.149	-473.405	578.031	-11.9036	14.1098	0
9486	3	-9.8503	-0.21173	-42.265	-555.932	-389.683	553.588	-9.22	13.1535	0
9487	0	-9.75599	-3.18909	-49.6697	-540.596	-394.118	459.094	-7.93477	10.8838	0
9487	1	-9.10172	-3.01212	-35.6856	-427.78	-439.463	498.255	-12.3149	11.9875	0
9487	2	-11.1878	-1.16299	-36.3123	-474.784	-500.726	574.364	-13.7894	13.075	0
9487	3	-10.7419	-0.371566	-36.1061	-484.55	-400.983	503.231	-11.1057	13.4202	0
9488	0	-7.88233	1.90116	-37.8379	-557.62	-303.528	485.196	-8.02179	14.7371	0
9488	1	-12.2695	1.07022	-35.3869	-478.629	-400.918	496.449	-11.3295	13.5256	0
9488	2	-9.03192	2.40937	-37.2565	-478.235	-264.685	521.289	-7.10439	12.8363	0
9488	3	-14.9797	2.94526	-35.8902	-449.401	-448.47	570.326	-12.4956	12.5216	0
9489	0	-15.2357	1.44196	-33.226	-441.871	-442.896	612.4	-13.3298	13.2989	0
9489	1	-17.3556	1.50504	-33.9738	-420.846	-541.701	631.819	-15.9447	12.3874	0
9489	2	-14.2419	-1.94375	-24.0686	-307.502	-572.297	597.416	-23.7778	12.7761	0
9489	3	-14.0619	3.13671	-25.6737	-450.979	-532.612	727.594	-20.7455	17.5658	0
9490	0	-13.6668	-0.941414	-23.3779	-327.971	-525.493	589.215	-22.4782	14.0291	0
9490	1	-15.5626	0.458221	-31.425	-372.515	-535.923	628.437	-17.054	11.8541	0
9490	2	-15.0915	2.06356	-27.5197	-389.029	-475.727	634.305	-17.2868	14.1364	0
9490	3	-15.2832	4.63982	-21.8467	-377.849	-466.617	655.316	-21.3587	17.2955	0
9491	0	-15.1189	1.12294	-24.7274	-370.566	-405.267	675.426	-16.3894	14.986	0
9491	1	-15.1847	4.5356	-26.2245	-458.045	-402.58	590.584	-15.3513	17.4663	0
9491	2	-17.1791	4.80564	-22.2884	-418.333	-479.874	696.717	-21.5303	18.7691	0
9491	3	-18.5823	6.90873	-24.0373	-449.791	-454.081	702.792	-18.8907	18.7122	0
9492	0	-19.8871	6.13782	-22.1288	-405.088	-535.884	756.41	-24.2166	18.3059	0
9492	1	-19.4558	7.0721	-24.0613	-424.184	-501.276	761.508	-20.8333	17.6293	0
9492	2	-24.0121	2.38664	-26.8363	-294.464	-691.924	805.329	-25.7831	10.9726	0
9492	3	-21.4989	8.90807	-25.0424	-372.715	-550.11	714.848	-21.9672	14.8834	0
9493	0	-18.2665	5.71881	-23.733	-349.779	-448.062	693.419	-18.8793	14.7381	0
9493	1	-19.8485	6.46047	-19.5638	-350.944	-452.479	750.395	-23.1283	17.9384	0
9493	2	-21.8266	4.97334	-19.5178	-318.509	-518.146	709.43	-26.5473	16.3189	0
9493	3	-25.3182	3.85364	-24.834	-193.29	-483.678	652.221	-19.4765	7.7833	0
9494	0	-23.4052	6.29747	-19.7039	-291	-538.384	777.727	-27.3237	14.7686	0
9494	1	-27.0294	2.9384	-22.9321	-214.573	-634.557	785.513	-27.6711	9.35687	0
9494	2	-24.848	7.41633	-19.4585	-263.977	-544.445	787.862	-27.9798	13.5662	0
9494	3	-25.3021	5.38275	-22.7679	-279.09	-575.491	814.828	-25.2764	12.258	0
9495	0	-24.8471	8.67791	-17.2106	-291.857	-528.02	866.794	-30.6799	16.958	0
9495	1	-26.996	7.73515	-17.004	-273.217	-573.075	825.099	-33.7024	16.0678	0
9495	2	-28.1448	7.00639	-17.5074	-189.098	-548.003	798.286	-31.3012	10.801	0
9495	3	-26.6576	10.2871	-18.1079	-284.845	-551.016	934.102	-30.4296	15.7304	0
9496	0	-30.9033	8.41655	-9.12874	-89.0454	-639.359	891.528	-70.0381	9.75441	0
9496	1	-26.5531	8.98186	-14.8193	-267.266	-562.58	862.435	-37.9627	18.035	0
9496	2	-27.1816	9.0047	-16.3109	-271.821	-594.973	848.946	-36.4771	16.665	0
9496	3	-28.513	9.81116	-17.8555	-260.909	-618.061	844.677	-34.6146	14.6122	0
9497	0	-27.7566	9.34755	-16.2704	-226.482	-569.234	886.29	-34.9858	13.9198	0
9497	1	-29.3067	10.8123	-14.2416	-230.287	-617.044	844.475	-43.3269	16.1701	0
9497	2	-29.7609	12.2238	-15.697	-277.307	-573.056	985.692	-36.5073	17.6662	0
9497	3	-35.0823	10.1637	-2.77611	-68.0984	-768.63	992.087	-276.873	24.5302	0
9498	0	-29.4542	9.68837	-11.3218	-245.378	-643.164	938.264	-56.8077	21.6731	0
